HSISID,Name,Address1,Address2,City,State,PostalCode,PhoneNumber,RestaurantOpenDate,FacilityType,permitID,Latitude,Longitude,MatchType,MatchScore,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,CensusCbsaFips,CensusCbsaMicro,CensusMcdFips,CensusMetDivFips,CensusMsaFips,CensusPlaceFips
4092010851,Parkside,301 W MARTIN ST,,RALEIGH,NC,27601-1352,(984) 232-8969,7/10/1991,Restaurant,131,35.7767933,-78.6437869,Relaxed,97.33727811,1086,1,501,183,37,39580,0,92612,,480,
4092011181,NC Farm Bureau Cafeteria,5301 GLENWOOD AVE,,RALEIGH,NC,27612-3244,(919) 781-0547,11/13/1992,Restaurant,132,35.8470792,-78.6919787,Exact,100,1005,1,525.07,183,37,39580,0,91548,,480,
4092010286,GLAXO ZEBULON FOODSERVICE,1011 N ARENDELL AVE,,ZEBULON,NC,27597,(919) 269-1092,8/23/1991,Restaurant,134,35.8301117,-78.3301706,Relaxed,97.33727811,3010,3,543.02,183,37,39580,0,91868,,6640,76220
4092013805,McDonald's #28245,110 Carillon Dr,,GARNER,NC,27529,(919) 771-2441,4/23/2003,Restaurant,141,35.6925799,-78.5828219,Relaxed,97.33727811,4016,4,528.08,183,37,39580,0,92788,,480,
4092020869,Domino`s Pizza # 7487,1121 -104 Falls River Ave,,RALEIGH,NC,27614,(919) 870-1155,3/29/1999,Food Stand,147,35.90603425,-78.58940896,Exact,100,1050,1,540.13,183,37,39580,0,92228,,480,
4092012051,La Rancherita,102 N SALEM ST,,APEX,NC,27502-1428,(919) 303-2448,5/6/1997,Restaurant,151,35.7307688,-78.8512635,Relaxed,97.33727811,3011,3,534.16,183,37,39580,0,93984,,480,
4092010827,Winston`s Grille,6401 FALLS OF NEUSE RD,,RALEIGH,NC,27615-6812,(919) 790-0700,5/8/1991,Restaurant,163,35.8696478,-78.6216309,Relaxed,97.33727811,3002,3,540.01,183,37,39580,0,91548,,480,
4092010218,Denny`s Restaurant,3215 Wake Forest Rd,,RALEIGH,NC,27609-7446,(919) 876-9556,4/5/1991,Restaurant,176,35.827077,-78.6209665,Relaxed,97.33727811,3006,3,527.01,183,37,39580,0,92228,,480,
4092110022,Sanderson High Sch. Cafeteria,5500 DIXON DR,,RALEIGH,NC,27609-4202,(919) 881-4840,5/1/1991,Public School Lunchrooms,177,35.8610606,-78.6465743,Relaxed,97.33727811,2000,2,537.16,183,37,39580,0,91548,,480,
4092010072,Bojangles # 11,7525 Us 64 Hwy E,,KNIGHTDALE,NC,27545-9274,(919) 266-2768,5/1/1991,Restaurant,178,35.79903245,-78.47813996,Relaxed,92.89940828,1028,1,541.12,183,37,39580,0,92792,,6640,36080
4092010035,Ashworth Rexall Drug,105 W CHATHAM ST,,CARY,NC,27511-3331,(919) 467-1834,5/2/1991,Restaurant,179,35.7871075,-78.7814249,Exact,100,1007,1,535.07,183,37,39580,0,90536,,480,
4092110117,Green Hope High Sch. Cafeteria,2500 Carpenter Upchurch RD,,MORRISVILLE,NC,27560-7686,(919) 380-3684,8/12/1999,Public School Lunchrooms,181,35.80474993,-78.86673548,Relaxed,98.93491124,1050,1,536.03,183,37,39580,0,90576,,480,
4092110100,Weatherstone Elem. Sch. Cafeteria,1000 Olde Weatherstone Way,,CARY,NC,27513,(919) 380-6985,9/5/1995,Public School Lunchrooms,198,35.79244376,-78.81014086,Relaxed;Soundex,97.21893491,2018,2,535.23,183,37,39580,0,90536,,480,
4092160023,Spring Arbor Of East Raleigh Kitchen,1810 New Hope Rd,,RALEIGH,NC,27604,(919) 250-0255,6/29/2003,Institutional Food Service,212,35.8053607,-78.5637888,Relaxed,93.19526627,2027,2,541.05,183,37,39580,0,92792,,480,
4092160031,Tower Nursing and Rehabilitation Center Kitchen,3609 Bond St,,RALEIGH,NC,27604,(919) 231-8113,7/10/2003,Institutional Food Service,216,35.8035768,-78.5815511,Relaxed,97.33727811,3019,3,527.06,183,37,39580,0,92792,,480,
4092012996,Glenaire Dining Services,4000 Glenaire Circle,,CARY,NC,27511-3802,(919) 447-4482,8/19/1999,Restaurant,219,35.7762895,-78.7851289,Exact,100,3000,3,535.07,183,37,39580,0,90536,,480,
4092014126,Ruth's Chris Steakhouse,2010 Rennaisance Park PL,,CARY,NC,27513,(919) 677-0033,8/17/2004,Restaurant,230,35.8271718,-78.7712973,Relaxed;Soundex,96.44970414,2039,2,535.12,183,37,39580,0,90536,,480,
4092020882,Domino`s #8958,7981 Fayetteville Road,,RALEIGH,NC,27603,(919) 661-2612 ext. 7603122,10/26/1998,Food Stand,240,35.665016,-78.6973343,Relaxed,97.33727811,2016,2,530.09,183,37,39580,0,92440,,480,
4092010167,Cloos Coney Island,2233 AVENT FERRY RD,,RALEIGH,NC,27606-2138,(919) 834-3354,4/19/1991,Restaurant,247,35.7783587,-78.6760513,Relaxed,97.33727811,1007,1,523.02,183,37,39580,0,92612,,480,
4092011949,O`Malley`s Tavern,5228 HOLLYRIDGE DR,,RALEIGH,NC,27612-3114,(919) 787-1234,10/14/1996,Restaurant,254,35.853216,-78.700517,Relaxed,97.33727811,1002,1,525.07,183,37,39580,0,91548,,480,
4092010648,Shaw University Cafeteria,118 E SOUTH ST,,RALEIGH,NC,27601-2341,(919) 836-8817,4/3/1991,Restaurant,256,35.7707836,-78.6377656,Relaxed,97.33727811,1015,1,509,183,37,39580,0,92612,,480,
4092011872,Sushi Tsune Of Kyoto,3417 HILLSBOROUGH ST,,RALEIGH,NC,27607-5406,(919) 833-7768,5/11/1996,Restaurant,261,35.7927998,-78.6839246,Exact,100,4013,4,514,183,37,39580,0,92612,,480,
4092013840,Moe`s Southwest Grill,127 Weston PKY,,CARY,NC,27513,(919) 678-8444,7/2/2003,Restaurant,274,35.8269981,-78.7711562,Relaxed,97.33727811,2039,2,535.12,183,37,39580,0,90536,,480,
4092110064,Combs Elementary Cafeteria,1600 LORIMER RD,,RALEIGH,NC,27606-2626,(919) 233-4306,9/16/1991,Public School Lunchrooms,293,35.7769262,-78.7036482,Relaxed,97.33727811,3002,3,524.04,183,37,39580,0,92612,,480,
4092110065,Athens Drive Sr. High Cafeteria,1420 ATHENS DR,,RALEIGH,NC,27606-2427,(919) 233-4078,9/16/1991,Public School Lunchrooms,294,35.7684469,-78.712302,Exact,100,1018,1,524.04,183,37,39580,0,92612,,480,
4092300052,Harris Teeter #289 Meat Market,2603 GLENWOOD AVE,,RALEIGH,NC,27608-1044,(919) 787-5526,8/26/1991,Meat Market,300,35.8154296,-78.6605958,Exact,100,2002,2,516,183,37,39580,0,92612,,480,
4092010663,Siemens Cafeteria,7000 SIEMENS RD,,WENDELL,NC,27591-8309,(919) 365-2491,5/2/1991,Restaurant,307,35.8145387,-78.3951047,Relaxed,97.33727811,2016,2,544.04,183,37,39580,0,91992,,480,
4092020505,Dominos #8903,1187 W CHATHAM ST,,CARY,NC,27513-5257,(919) 467-4222,10/15/1992,Food Stand,315,35.7707955,-78.8069039,Relaxed,97.33727811,1000,1,534.23,183,37,39580,0,90536,,480,
4092021213,Domino`s Pizza #8938,2001 Widewater Pky,,KNIGHTDALE,NC,27545,(919) 266-6667,7/25/2003,Food Stand,321,35.787687,-78.483413,Exact,100,4000,4,541.15,183,37,39580,0,92792,,6640,36080
4092110012,Cary Senior High Cafeteria,638 WALNUT ST,,CARY,NC,27511-4224,(919) 460-3570,9/17/1991,Public School Lunchrooms,322,35.7715292,-78.7660273,Exact,100,2000,2,535.06,183,37,39580,0,90536,,480,
4092010133,Casa Carbone,6019-A Glenwood Ave,,RALEIGH,NC,27612,(919) 781-8750,5/3/1991,Restaurant,327,35.85447433,-78.70013659,Exact,100,1000,1,525.07,183,37,39580,0,91548,,480,
4092110138,Cary Elementary Cafeteria,400 Kildaire Farm Rd,,CARY,NC,27511,(919) 460-3462,8/7/2003,Public School Lunchrooms,336,35.7809268,-78.7819477,Exact,100,1020,1,535.07,183,37,39580,0,90536,,480,
4092110143,Cedar Fork Elementary Cafeteria,1050 Town Hall Dr,,MORRISVILLE,NC,27560,(919) 460-3487,3/15/2004,Public School Lunchrooms,337,35.8374179,-78.8394884,Exact,100,1028,1,536.07,183,37,39580,0,90576,,480,
4092010682,Southeastern Freewill Bapt.College Cafet,532 EAGLE ROCK RD,,WENDELL,NC,27591-9072,(919) 365-7711,5/2/1991,Restaurant,354,35.7977166,-78.4158958,Relaxed,97.33727811,3039,3,544.04,183,37,39580,0,91992,,480,
4092010018,Angus Barn,9401 Glenwood AVE,,RALEIGH,NC,27628,(919) 781-2444,5/3/1991,Restaurant,355,35.8983689,-78.7641775,Relaxed,97.33727811,1090,1,537.24,183,37,39580,0,91548,,480,
4092013892,O`Charley`s,8115 Brier Creek Pky,,RALEIGH,NC,27617,(919) 484-4038,9/4/2003,Restaurant,371,35.9099403,-78.7835572,Exact,100,2002,2,536.1,183,37,39580,0,90576,,480,
4092050024,Chesterbrook Academy #1122 Foodservice,10200 Strickland Rd,,RALEIGH,NC,27615,(919) 847-3120,3/5/2004,Private School Lunchrooms,372,35.9033779,-78.6657846,Relaxed,97.33727811,1008,1,538.07,183,37,39580,0,90164,,480,
4092020813,Papa John`s Pizza,6510 GLENWOOD AVE,,RALEIGH,NC,27612-7156,(919) 786-9900,7/27/1997,Food Stand,378,35.860746,-78.7060981,Relaxed,97.33727811,1012,1,537.26,183,37,39580,0,91548,,480,
4092011501,Boston Market,4558 Capital Blv,,RALEIGH,NC,27604-4353,(919) 981-7450,8/22/1994,Restaurant,394,35.845714,-78.5789676,Relaxed,97.33727811,4002,4,540.08,183,37,39580,0,92228,,480,
4092010405,Kanki Japanese House Of Steaks,4500 Old Wake Forest RD,,RALEIGH,NC,27609-6235,(919) 876-4157,5/8/1991,Restaurant,409,35.84172873,-78.610768,Exact,100,2019,2,527.01,183,37,39580,0,92228,,480,
4092013229,Sushi &amp; Thai Restaurant,2434 WYCLIFF RD,,RALEIGH,NC,27607-2903,(919) 789-8180,11/9/2000,Restaurant,414,35.8168754,-78.6928666,Relaxed,97.33727811,2004,2,525.04,183,37,39580,0,92036,,480,
4092110085,Lynn Road Elem. Cafeteria,1601 LYNN RD,,RALEIGH,NC,27612-6820,(919) 870-4097,9/17/1991,Public School Lunchrooms,419,35.8708364,-78.6683963,Exact,100,2000,2,537.15,183,37,39580,0,91548,,480,
4092014144,KFC/Taco Bell,809 Airport BLVD,,MORRISVILLE,NC,27560,(919) 380-8313,10/1/2004,Restaurant,429,35.8562437,-78.8248047,Exact,100,1067,1,536.09,183,37,39580,0,90576,,480,
4092013481,McDonald`s #26522,5016-101 Spring Forest Rd,,RALEIGH,NC,27616,(919) 954-8880,12/20/2001,Restaurant,432,35.85546844,-78.55660161,Exact,100,1001,1,540.08,183,37,39580,0,92228,,480,
4092010617,Rex Hospital Cafeteria,4420 LAKE BOONE TRL,,RALEIGH,NC,27607-6599,(919) 784-4173,5/13/1991,Restaurant,444,35.8180669,-78.702411,Exact,100,1001,1,525.04,183,37,39580,0,92036,,480,
4092021046,Specialty South Commissary,3200 Gresham Lake Rd,Ste 117,RALEIGH,NC,27615,(919) 855-8548,1/11/2001,Food Stand,467,35.8843709,-78.5822906,Relaxed,97.33727811,1062,1,540.17,183,37,39580,0,92228,,480,
4092013354,Abbotswood Assisted Living Dining Services,7900 CREEDMOOR RD,,RALEIGH,NC,27613-4382,(919) 847-3202,7/6/2001,Restaurant,470,35.8953706,-78.6794717,Exact,100,1003,1,537.22,183,37,39580,0,91548,,480,
4092013873,Bella Italia Ristorante,10630 Durant Rd,Suite 101,RALEIGH,NC,27614,(919) 676-0076,8/6/2003,Restaurant,500,35.9062182,-78.5924463,Relaxed,97.33727811,1051,1,540.13,183,37,39580,0,92228,,480,
4092014002,OUTBACK STEAKHOUSE #3467,845 US Hwy 70 W,,GARNER,NC,27529,(919) 329-9211,3/4/2004,Restaurant,501,35.684813,-78.60826,Exact,100,3000,3,528.08,183,37,39580,0,92788,,480,
4092011321,AMF South Hills Snack Bar,301 NOTTINGHAM DR,,CARY,NC,27511-4947,(919) 467-2411,7/30/1993,Restaurant,509,35.7671692,-78.7429153,Exact,100,1011,1,535.16,183,37,39580,0,90536,,480,
4092020145,Caspian International Food Mart,2909 Brentwood Rd,,RALEIGH,NC,27604,(919) 954-0029,5/8/1991,Food Stand,539,35.8196972,-78.5968122,Relaxed,97.33727811,2022,2,527.05,183,37,39580,0,92792,,480,
4092013496,Starbucks #8495,9630-101 FALLS OF NEUSE RD,,RALEIGH,NC,27615-2472,(919) 847-1363,1/14/2002,Restaurant,557,35.889314,-78.637839,Exact,100,1004,1,540.07,183,37,39580,0,91548,,480,
4092013526,Pharaoh`s,4421 SIX FORKS RD,STE 116-A,RALEIGH,NC,27609-5761,(919) 420-0840,2/5/2002,Restaurant,558,35.8401752,-78.6434974,Relaxed,97.33727811,2010,2,526.01,183,37,39580,0,92612,,480,
4092021112,WalMart Deli,1051 E BROAD ST,,FUQUAY-VARINA,NC,27526-1799,(919) 567-2350,3/19/2002,Food Stand,562,35.5943499,-78.7808683,Exact,100,1030,1,531.05,183,37,39580,0,92056,,480,
4092110082,Penny Road Elementary Cafeteria,10900 PENNY RD,,RALEIGH,NC,27606-9118,(919) 387-2143,9/16/1991,Public School Lunchrooms,565,35.71747849,-78.79741239,Relaxed,98.40236686,3003,3,534.05,183,37,39580,0,93984,,480,
4092011381,McDonald's #7618,1567 Us 70 Hwy E,,GARNER,NC,27529,(919) 772-9496,9/1/1993,Restaurant,575,35.684813,-78.60826,Exact,100,3000,3,528.08,183,37,39580,0,92788,,480,
4092012149,New Panda Chinese Restaurant,2660 TIMBER DR,,GARNER,NC,27529-2571,(919) 661-8393,10/27/1997,Restaurant,578,35.7160507,-78.6367909,Relaxed,97.33727811,1020,1,528.02,183,37,39580,0,92788,,480,
4092011108,Margauxs,8111 CREEDMOOR RD,,RALEIGH,NC,27613-4389,(919) 846-9846,3/18/1993,Restaurant,581,35.898922,-78.6823271,Exact,100,2007,2,537.12,183,37,39580,0,91772,,480,
4092300004,Larry`s Supermarket -Meat Market,2041 MILBURNIE RD,,RALEIGH,NC,27610-2211,(919) 834-0152,12/5/1991,Meat Market,589,35.7887819,-78.6129254,Relaxed,97.33727811,2019,2,519,183,37,39580,0,92612,,480,
4092110015,Enloe High School Cafeteria,128 CLARENDON CRES,,RALEIGH,NC,27610-2408,(919) 856-7901,10/28/1991,Public School Lunchrooms,591,35.7842482,-78.6033378,Relaxed,97.33727811,1015,1,519,183,37,39580,0,92612,,480,
4092021058,Harris Teeter #90 Produce,13210 STRICKLAND RD,,RALEIGH,NC,27613-7536,(919) 676-3534,3/15/2001,Food Stand,631,35.9086166,-78.7261882,Exact,100,1029,1,537.21,183,37,39580,0,91772,,480,
4092110003,Broughton High Cafeteria,723 SAINT MARYS ST,,RALEIGH,NC,27605-1424,(919) 856-7820,9/16/1991,Public School Lunchrooms,632,35.790256,-78.6526429,Relaxed,97.33727811,2000,2,512,183,37,39580,0,92612,,480,
4092021170,Snoopy`s Hot Dogs & More # 4,3600 Hillsborough St,,RALEIGH,NC,27607,(919) 755-9022,2/5/2003,Food Stand,634,35.7934033,-78.6836187,Exact,100,4005,4,514,183,37,39580,0,92612,,480,
4092021171,Super Target Deli,12000 Retail Dr,,WAKE FOREST,NC,27587,(919) 761-1001,1/29/2003,Food Stand,635,35.9741823,-78.5418515,Relaxed,97.33727811,1005,1,542.07,183,37,39580,0,93880,,480,
4092013357,Springmoor Dietary Dept.,1500 SAWMILL RD,,RALEIGH,NC,27615-4320,(919) 848-7092,7/6/2001,Restaurant,645,35.8839598,-78.6755334,Exact,100,2007,2,537.22,183,37,39580,0,91548,,480,
4092010204,Dallas Fried Chicken,1101 E WILLIAMS ST,,APEX,NC,27502-2162,(919) 362-0051,5/3/1991,Restaurant,665,35.7205247,-78.8432235,Exact,100,2037,2,534.18,183,37,39580,0,93984,,480,
4092010069,Bojangles # 2,4405 FALLS OF NEUSE RD,,RALEIGH,NC,27609-6201,(919) 876-7363,5/2/1991,Restaurant,666,35.841292,-78.6124445,Relaxed,97.33727811,2020,2,527.01,183,37,39580,0,92228,,480,
4092160010,Rex Rehabilitation And Nursing Care Center Cafe,4210 Lake Boone Tra,,RALEIGH,NC,27609,(919) 784-6632,4/16/2003,Institutional Food Service,673,35.84172,-78.63252,Exact,100,2001,2,526.02,183,37,39580,0,92612,,480,
4092012037,Woody`s Sports Tavern &amp; Grill,8322 CHAPEL HILL RD,,CARY,NC,27513-4051,(919) 380-7737,3/24/1997,Restaurant,676,35.7922347,-78.7761168,Exact,100,1016,1,535.2,183,37,39580,0,90536,,480,
4092050020,Sterling Montessori School Cafeteria,202 TREYBROOKE DR,,MORRISVILLE,NC,27560-9300,(919) 462-8889,2/27/1997,Private School Lunchrooms,684,35.834036,-78.8376728,Exact,100,1028,1,536.07,183,37,39580,0,90576,,480,
4092021056,Cook Out #13,6505 FALLS OF NEUSE RD,,RALEIGH,NC,27615-6814,(919) 862-8830,2/23/2001,Food Stand,686,35.87165,-78.6223674,Relaxed,97.33727811,3000,3,540.01,183,37,39580,0,91548,,480,
4092011399,Bojangles,1209 LAURA VILLAGE RD,,APEX,NC,27523-7140,(919) 362-1416,12/2/1993,Restaurant,702,35.7489236,-78.8367652,Relaxed,94.08284024,1009,1,534.18,183,37,39580,0,93984,,480,
4092021080,Domino's Pizza #5505,1367 SE Maynard,,CARY,NC,27511,(919) 469-1115,7/12/2001,Food Stand,714,35.78850001,-78.76391304,Relaxed,97.04142012,2006,2,535.17,183,37,39580,0,90536,,480,
4092013401,BJ`s Warehouse Club #123,8811 Brier Creek Pky,,RALEIGH,NC,27616,(919) 806-5000,9/7/2001,Restaurant,723,35.9015491,-78.7875306,Relaxed,97.33727811,2002,2,536.1,183,37,39580,0,90576,,480,
4092110025,Wake Forest Middle Cafeteria,1800 S MAIN ST,,WAKE FOREST,NC,27587-9288,(919) 554-8455,5/1/1991,Public School Lunchrooms,725,35.9543599,-78.5298409,Relaxed,97.33727811,1029,1,542.06,183,37,39580,0,93880,,480,
4092110079,Fox Road Elementary Cafeteria,7101 Fox Rd,,RALEIGH,NC,27616-6353,(919) 850-8853,10/28/1991,Public School Lunchrooms,736,35.8737236,-78.5553524,Relaxed,97.33727811,3029,3,540.14,183,37,39580,0,92228,,480,
4092110014,Brentwood Elementary Cafeteria,3426 Ingram Dr,,RALEIGH,NC,27604-2536,(919) 850-8727,9/18/1991,Public School Lunchrooms,739,35.8292526,-78.5969164,Relaxed,97.33727811,1009,1,527.05,183,37,39580,0,92792,,480,
4092011257,K &amp; W Cafeteria,511 WOODBURN RD,,RALEIGH,NC,27605-1325,(919) 832-7505,3/29/1993,Restaurant,749,35.7915025,-78.6610671,Exact,100,2003,2,512,183,37,39580,0,92612,,480,
4092013761,Harris Teeter #257 Deli,2080 Kildaire Farm Rd,,CARY,NC,27511,(919) 233-9483,1/17/2003,Restaurant,755,35.7356732,-78.7806877,Relaxed,97.33727811,3000,3,534.05,183,37,39580,0,93984,,480,
4092021185,LA TAPATIA BUTCHER SHOP & SNACK BAR,1700 St. Albans Dr,,RALEIGH,NC,27609,(919) 954-4816,4/8/2003,Food Stand,759,35.8329039,-78.6105144,Relaxed,97.33727811,2027,2,527.01,183,37,39580,0,92792,,480,
4092300112,Kroger #324 Meat Market,2680 TIMBER DR,,GARNER,NC,27529-2571,(919) 661-8400,2/26/1997,Meat Market,775,35.7160507,-78.6367909,Relaxed,97.33727811,1020,1,528.02,183,37,39580,0,92788,,480,
4092020878,Han-Dee Hugo`s #62,10550 DURANT RD,,RALEIGH,NC,27614-9478,(919) 518-2474,5/21/1999,Food Stand,782,35.9056588,-78.5903049,Relaxed,97.33727811,1050,1,540.13,183,37,39580,0,92228,,480,
4092013400,Woodland Terrace Independent Living Foodservices,300 KILDAIRE WOODS DR,,CARY,NC,27511-7708,(919) 465-0356,9/5/2001,Restaurant,793,35.7662503,-78.7787845,Exact,100,3001,3,535.06,183,37,39580,0,90536,,480,
4092010775,Upper Deck,329 N HARRISON AVE,,CARY,NC,27513-4560,(919) 460-1786,5/6/1991,Restaurant,794,35.7900779,-78.7836426,Exact,100,2011,2,535.13,183,37,39580,0,90536,,480,
4092010237,El Dorado Mexican Restaurant,2811 Brentwood Rd,,RALEIGH,NC,27604-3225,(919) 821-3735,5/2/1991,Restaurant,798,35.8172801,-78.596153,Relaxed,97.33727811,1029,1,527.06,183,37,39580,0,92792,,480,
4092014008,Jordan Oaks,10820 Penny Rd,,CARY,NC,27511,(919) 387-8250,3/22/2004,Restaurant,805,35.7173522,-78.7954997,Relaxed,97.33727811,3003,3,534.05,183,37,39580,0,93984,,480,
4092014027,Jersey Mike`s Of Cary,701 Cary Towne BLVD,,CARY,NC,27511,(919) 461-8100,3/30/2004,Restaurant,807,35.7767504,-78.7667537,Exact,100,3000,3,535.17,183,37,39580,0,90536,,480,
4092014031,China King,1861 Aversboro Rd,,GARNER,NC,27529,(919) 771-1141,4/26/2004,Restaurant,808,35.6850673,-78.615839,Relaxed,97.33727811,3002,3,528.08,183,37,39580,0,92788,,480,
4092013829,Applebee`s,8701 Brier Creek Pky,,RALEIGH,NC,27617,(919) 544-9771,7/9/2003,Restaurant,842,35.9030243,-78.7873582,Exact,100,2002,2,536.1,183,37,39580,0,90576,,480,
4092020818,Han-Dee Hugo`s #60,2581 GORMAN ST,,RALEIGH,NC,27606-4673,(919) 859-5272,11/4/1997,Food Stand,848,35.7572893,-78.6995339,Exact,100,3009,3,523.01,183,37,39580,0,93200,,480,
4092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,11/10/1993,Private School Lunchrooms,854,35.8845973,-78.6312158,Relaxed,97.33727811,1009,1,540.07,183,37,39580,0,91548,,480,
4092010190,The Bistro at Courtyard by Marriott,102 Edinburgh South DR,,CARY,NC,27511,(919) 481-9666,5/3/1991,Restaurant,867,35.7382089,-78.7997877,Exact,100,1013,1,534.19,183,37,39580,0,93984,,480,
4092010301,Goodberry`s Creamery,1146 KILDAIRE FARM RD,,CARY,NC,27511-4583,(919) 467-2386,5/3/1991,Restaurant,868,35.7659842,-78.7836053,Exact,100,3001,3,535.19,183,37,39580,0,90536,,480,
4092012154,Truffles Deli,3200 BEECHLEAF CT,Ste 110,RALEIGH,NC,27604-1085,(919) 954-1944,2/6/1998,Restaurant,896,35.8209743,-78.6085075,Relaxed,97.33727811,2015,2,527.05,183,37,39580,0,92792,,480,
4092014036,Murphy House Restaurant-Dorton Arena,1025 Blue Ridge Rd,,RALEIGH,NC,27607,(919) 522-0834,5/7/2004,Restaurant,917,35.7956753,-78.7122898,Relaxed,97.33727811,1061,1,524.01,183,37,39580,0,92036,,480,
4092014076,Moonlight Pizza Company,615 W Morgan St,,RALEIGH,NC,27603,(919) 755-9133,6/22/2004,Restaurant,922,35.7796128,-78.6487777,Relaxed,97.33727811,1020,1,510,183,37,39580,0,92612,,480,
4092110093,Durant Road Elem. Cafeteria,9901 DURANT RD,YEAR ROUND,RALEIGH,NC,27614-9369,(919) 870-4210,7/2/1992,Public School Lunchrooms,934,35.8996089,-78.5804459,Relaxed,97.33727811,1007,1,540.16,183,37,39580,0,92228,,480,
4092300049,Fresh Market Seafood and Meat Market,400 WOODBURN RD,,RALEIGH,NC,27605-1324,,8/26/1991,Meat Market,940,35.7902318,-78.6586785,Exact,100,2005,2,512,183,37,39580,0,92612,,480,
4092030068,Jimmy`s Pizza Time,1025 BLUE RIDGE RD,,RALEIGH,NC,27607-3902,(330) 261-2353,2/11/2000,Mobile Food Units,954,35.7956753,-78.7122898,Relaxed,97.33727811,1061,1,524.01,183,37,39580,0,92036,,480,
